"","�..id","booked","host_since","host_about","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_verifications","price","host_since_frm","days_since","email","social","phone","reviews"
"261",674894,0,"22-05-2011","Enjoy dancing, gardening, reading, playing piano, drumming, learning situations, traveling.
My motto is ""live and let live"". Just started hosting a few months ago and so far it has been a terrific experience. So many interesting and warm people, from such varied walks of life. I'm impressed and happy with every aspect of Airbnb. I'm a pretty laid back (URL HIDDEN) away much of the time and like quests who can just make themselves at home.","within a few hours","100%","82%","f",5,5,"['email', 'phone', 'reviews', 'kba']","$ 50.00",2011-05-22,2105,1,1,1,1
"262",5532718,0,"23-03-2012","Well-immersed in the pastry and chocolate world for several decades, there is nothing on Marc's list of culinary delights that features higher than chocolate and coffee. Playing a considerable role in both gutting and rebuilding this spectacular Chunn's Cove residence, over the last year, Marc has conclusively proved that watching informative and directional Home Improvement Shows for the best part of adulthood, is akin to learning a new language. Born in Quebec, Marc's native tongue is French but his English rivals any native tongue and his Spanish makes him trilingual. Not without her artistic inheritance, Fay's world is defined as a pleasurable balance between entrepreneur and artist, commencing with a decade of international business travel in her 20's, evolving to a decade of motherhood  punctuated by a successful decade in the office. Now the time is ripe to spread those four Sagittarian wings for this highly motivated couple, eager to explore exciting new ventures.","within an hour","100%","100%","t",4,4,"['email', 'phone', 'reviews', 'jumio']","$ 95.00",2012-03-23,1799,1,1,1,1
"263",2793430,0,"22-05-2011","Enjoy dancing, gardening, reading, playing piano, drumming, learning situations, traveling.
My motto is ""live and let live"". Just started hosting a few months ago and so far it has been a terrific experience. So many interesting and warm people, from such varied walks of life. I'm impressed and happy with every aspect of Airbnb. I'm a pretty laid back (URL HIDDEN) away much of the time and like quests who can just make themselves at home.","within a few hours","100%","82%","f",5,5,"['email', 'phone', 'reviews', 'kba']","$ 79.00",2011-05-22,2105,1,1,1,1
"264",8533890,0,"24-03-2015","","within an hour","100%","99%","t",7,7,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 35.00",2015-03-24,703,1,1,1,1
"265",11452465,112,"21-02-2016","I am an Asheville NC native, born and raised here. I love the mountains. I have 4 grown children and 3 grand children, and I am an avid dog lover.","N/A","N/A","N/A","f",1,1,"['email', 'phone', 'facebook', 'kba']","$ 40.00",2016-02-21,369,1,1,1,1
"266",8193368,0,"24-06-2015","I'm a fun-loving, compassionate, creative and hospitable human who loves her home, city and dogs very much. I welcome sharing my guest suite with respectful and kind folks looking to explore the local scene and all it has to offer. I'm happy to respect your privacy entirely or make new friends along the way. Happy adventuring, everyone!","within an hour","100%","100%","t",1,1,"['email', 'phone', 'reviews']","$ 99.00",2015-06-24,611,1,1,1,1
"267",2213748,0,"23-03-2012","Well-immersed in the pastry and chocolate world for several decades, there is nothing on Marc's list of culinary delights that features higher than chocolate and coffee. Playing a considerable role in both gutting and rebuilding this spectacular Chunn's Cove residence, over the last year, Marc has conclusively proved that watching informative and directional Home Improvement Shows for the best part of adulthood, is akin to learning a new language. Born in Quebec, Marc's native tongue is French but his English rivals any native tongue and his Spanish makes him trilingual. Not without her artistic inheritance, Fay's world is defined as a pleasurable balance between entrepreneur and artist, commencing with a decade of international business travel in her 20's, evolving to a decade of motherhood  punctuated by a successful decade in the office. Now the time is ripe to spread those four Sagittarian wings for this highly motivated couple, eager to explore exciting new ventures.","within an hour","100%","100%","t",4,4,"['email', 'phone', 'reviews', 'jumio']","$ 95.00",2012-03-23,1799,1,1,1,1
"268",6304427,0,"06-05-2015","","within a few hours","100%","N/A","f",1,1,"['email', 'phone']","$ 130.00",2015-05-06,660,1,1,1,1
"269",11573022,109,"01-03-2016","","within a few hours","100%","100%","f",2,2,"['email', 'phone', 'facebook', 'reviews']","$ 60.00",2016-03-01,360,1,1,1,1
"270",180510,0,"25-07-2011","Kind, patient, humorous, intelligent.","within a few hours","100%","N/A","f",2,2,"['email', 'phone', 'reviews']","$ 75.00",2011-07-25,2041,1,1,1,1
"271",4226713,0,"29-09-2014","","within an hour","90%","89%","t",1,1,"['email', 'phone', 'reviews']","$ 420.00",2014-09-29,879,1,1,1,1
"272",9445588,0,"24-03-2015","","within an hour","100%","99%","t",7,7,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 55.00",2015-03-24,703,1,1,1,1
"273",11618840,109,"15-11-2013","I'm a commercial real estate broker and mortgage broker originally from Miami, Florida.  A few years ago, I relocated to Asheville, NC, however, I do travel back to Miami on a monthly basis for work and to visit family. I'm a foodie and beer lover.  I also enjoy spending time outdoors!","within an hour","100%","100%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 149.00",2013-11-15,1197,1,1,1,1
"274",11677327,0,"30-12-2014","I am married with no kids and own and operate a video production company out of Asheville, NC. We produce tv commercials and training videos for all types of businesses. On the weekends I play drums in a band called LYRIC and another called Three Short Words. When I'm not playing music I'm listening to it at the great venues and festivals around Asheville. We have lived here since 2002 and love it !","within an hour","100%","100%","f",1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","$ 175.00",2014-12-30,787,1,1,1,1
"275",8486613,0,"20-09-2015","Former hike leader. I can help you find the right hike for you and your skills. I have lots of maps and lots of knowledge about the trails here. In addition I know about dinning and music venue in Asheville. Ed's passion is motor cycles. Come to Asheville for a vist and you will want to stay a live time! Property is located 8 mins to downtown 10 to Biltmore Estate, and 2 min to Blue Ridge.","within an hour","100%","87%","t",1,1,"['email', 'phone', 'reviews', 'jumio']","$ 50.00",2015-09-20,523,1,1,1,1
"276",3867523,0,"04-09-2013","My wife Sandy and I moved to Asheville 11 years ago to enjoy the rich community of Western North Carolina. I'm a professional photographer and travel around this region capturing images of our beautiful wildlife and surroundings landscapes. I offer Guide Services around Western NC both with and without photography lessons. Sandy, my wife, works in healthcare, and enjoys creating crafts and drawling in her spare time. Sandy and I both love to hike, raft, go to the numerous festivals and enjoy the diverse restaurants and music that we have in the Asheville area.","within an hour","100%","100%","t",1,1,"['email', 'phone', 'google', 'reviews', 'kba']","$ 97.00",2013-09-04,1269,1,1,1,1
"277",5344892,109,"13-04-2013","We have lived in Asheville for over 16 years.  The mountains drew us down here from NYC, as we enjoy being and exploring outside in one of the most biodiverse places in North America.  We own and operate retail businesses downtown and would be pleased to share our experiences and insights of this wonderful area with frequent and first time Asheville guests and travellers.

Daniel and Marylou","within a few hours","100%","100%","f",1,1,"['email', 'phone', 'reviews', 'jumio']","$ 88.00",2013-04-13,1413,1,1,1,1
"278",4320996,0,"12-10-2014","I grew up St. Petersburg, Florida and hold a Masters degree from Florida State University.  I've been in Asheville, NC since 2000 and love everything about it.  I love the mountains and nature and prefer to be outdoors.  I am an animal lover and have two little doxies and a cat.  I like to hang out with friends, spend time with family and garden. I am a nonprofit accounting and finance professional and was most recently employed at MANNA FoodBank as CFO.  

Setting up my little cottage as a seasonal rental was a labor of love and I believe that this is felt in the great energy in the cottage.  I want guests to feel completely at home and have everything they need to be able to enjoy their stay in Asheville.  I am somewhat informal in my approach to renting the cottage and like to accommodate guests as much as possible. The most important thing for me in renting the cottage is that my guests are comfortable and get a good nights rest so that they can get out and enjoy everything that our great little city in the mountains has to offer.","within an hour","100%","94%","t",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 95.00",2014-10-12,866,1,1,1,1
"279",1151149,109,"08-05-2013","I am an avid designer of spaces both inside and out. It gives me great joy to create environments that invite people to relax. Originally from New Orleans, I also love good jazz and a bowl of gumbo. Asheville has won my heart though and I enjoy exploring the many hiking trails in the area. The people here are some of the happiest you will meet anywhere. I love traveling and meeting others who value the experience of exploring different places on this amazing planet. I think Airbnb is an amazing network of fellow travelers.","within an hour","90%","100%","t",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 72.00",2013-05-08,1388,1,1,1,1
"280",8533404,0,"24-03-2015","","within an hour","100%","99%","t",7,7,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 40.00",2015-03-24,703,1,1,1,1
"281",8555124,0,"19-01-2014","Hello from CasaQuiet!

We are Sandi, Alan, and Greer.

I am Sandi a self-employed Clinical Herbalist, Holistic Health Educator, and Teacher. I am an organic gardener and lover of flowers! I have been blessed to be the owner and caretaker of this home and land for over a decade in which time I created an edible and medicinal wonderland. 

Alan is an Edible Mushroom and Wild Food expert and Educator. Greer is a nanny, studying to become a CNA, and a homemaker. We live simply, but well. Take good care of ourselves through exercise and eating well, and enjoy being around others who do the same.

At the moment, I am off exploring new horizons, but I will be here to book your reservation, answer any inquiries you may have, and take care of all of your arrival details. Then Alan and Greer will be your wonderful hosts during your actual stay.

We think humor and laughter are a daily necessity. Our home life is intentionally quiet and rejuvenating. Your stay at the studio apartment will certainly be the same.

Welcome, and enjoy your stay!","within a few hours","100%","88%","f",1,1,"['email', 'phone', 'reviews', 'jumio']","$ 70.00",2014-01-19,1132,1,1,1,1
